Personality_O,Personality_C,Personality_E,Personality_A,Personality_N,Age,Gender,Interaction_Ad_1,Interaction_Ad_2,Interaction_Ad_3,Interaction_Ad_4,Interaction_Ad_5,Interaction_Ad_6,Interaction_Ad_7,Interaction_Ad_8,Interaction_Ad_9,Interaction_Ad_10,Ad 1,Ad 2,Ad 3,Ad 4,Ad 5,Ad 6,Ad 7,Ad 8,Ad 9,Ad 10
0.9971303682316517,0.3001845211696864,0.8753260346856572,0.2627533321122676,0.3409408676758142,39,F,0.6134777198459271,0.7501242223807532,0.43646204298608926,0.2491463645045563,0.923523873236886,0.6502487741750211,0.2819172974742563,0.9955031651112896,0.6694588366721436,0.6728933626923483,0,0,0,0,0,0,0,1,0,0
0.11618920280273581,0.47045223876097164,0.12805559793522225,0.46811388378780805,0.37349194961220844,24,F,0.2739290070694341,0.9847272455385724,0.22018186446202748,0.11454441353557443,0.8634316667235008,0.34927780414134313,0.5135399293524053,0.21553673039344412,0.15789991261314762,0.606838407342701,0,0,0,0,0,0,0,0,1,0
0.5760073292995209,0.883309657977379,0.7366283746677695,0.5204392129050287,0.931928806837569,55,F,0.46556004967970177,0.05600846639195345,0.514380897756789,0.2928338219956036,0.46581328421793544,0.41361058708366283,0.5584010490565863,0.3067388599265688,0.668193967992891,0.7101545078316311,0,1,0,0,0,0,0,1,0,0
0.7144667270161398,0.8008390741807296,0.2199085918737993,0.2549747678987626,0.5660090707109158,32,F,0.698583605863193,0.12855033736571264,0.6521906292605241,0.5241419387197569,0.37309375666419486,0.9111248714955722,0.18821188095240715,0.8897805056893398,0.8083921195343381,0.13469695574879337,0,0,0,0,1,0,0,0,0,1
0.8275724135104495,0.6603767083090961,0.20889585767620167,0.5148636274049944,0.8758385612414817,22,F,0.9691446414222349,0.3025570079430798,0.31797117311252143,0.3252958308855496,0.22191209741607065,0.8334867478435819,0.5509105444475229,0.02282410257431733,0.7746392300082405,0.05763577880994897,0,0,0,0,0,0,0,0,0,0
0.6393148535713075,0.5715689031632286,0.07848764350063875,0.08448049033687521,0.7983052499347962,38,F,0.8235346641528049,0.6186381811543092,0.11108524307618262,0.5352306585187072,0.7067250474003043,0.7515490822397474,0.9035937720560221,0.1145693058018793,0.8849432181685041,0.030908180533590346,0,0,0,0,0,0,0,1,1,0
0.23331579127396107,0.9977096240182215,0.5429996306452153,0.7423164632621168,0.3680659925437689,52,F,0.009281011244326898,0.7569262579194882,0.6127586770116268,0.06370113500963903,0.10044975706366321,0.7047375200958652,0.5015716682341852,0.5345610102971337,0.3611408334063948,0.36058464175272076,0,0,0,0,1,0,1,1,0,0
0.46301277173292454,0.02201075464337965,0.45223807436667274,0.4232500539923496,0.5469694530497528,22,M,0.2125602893929679,0.24260825808568165,0.5249140425511446,0.5555925061652437,0.8094901574884333,0.7873716131267208,0.1226282994480451,0.3432555774503844,0.5227549793367519,0.933527616437094,0,0,0,0,0,0,0,0,0,0
0.6105542592387012,0.0172614091774016,0.7751912522102352,0.3508756539540313,0.5928396083512563,33,F,0.8896021117742697,0.878382248120332,0.7832233243385518,0.6322767801388178,0.07714144472028495,0.6934156704666521,0.38588832328794553,0.9094198151968264,0.5014969040905174,0.21333374920315462,0,1,0,0,1,0,0,1,0,0
0.7082612571742652,0.41394848667202977,0.4578003531701581,0.041910645567301064,0.4228997151450362,24,F,0.0027014205582961415,0.0617094208408685,0.10172214771908605,0.6037646265114557,0.3766526955391074,0.11676439230894697,0.44536140818355296,0.8475056179427413,0.17398840724956,0.6649491527081163,0,1,0,1,0,0,0,0,0,0
0.13879874961176475,0.41410926188943553,0.03891250820822445,0.8601829099779652,0.8540991151273407,27,F,0.9767036305617885,0.22417164606881057,0.9654245229924863,0.010563097576183678,0.598151126375507,0.6585876727976311,0.16523444351576144,0.8518617433525557,0.2708955391097321,0.2807576778741553,0,0,0,0,0,0,0,0,0,0
0.3585060895942277,0.5016113569740014,0.5964087895705351,0.39032450563093735,0.07497436475951491,57,F,0.3672405464867693,0.1440545161950768,0.004737340882440599,0.11745486587151843,0.723785908642342,0.21337475831411645,0.820121858148028,0.6000126055412677,0.8841429785045175,0.7829065311133675,0,0,0,0,1,0,0,1,1,0
0.23000484095496765,0.2204346146042161,0.7834436496707523,0.059027371642732085,0.4649701634631671,24,F,0.030020424246456345,0.7482742005275822,0.9919404820573215,0.07000632630263703,0.6110857012595593,0.9855715571270771,0.5153632314034922,0.252451570247207,0.37842191603555075,0.09471355982516161,1,0,0,0,1,0,0,0,0,0
0.9477338783775395,0.5662667035940057,0.30992704834507967,0.9714370074586239,0.2772917351208122,23,F,0.09417573658953027,0.5711941770771746,0.342528924880251,0.08114983819130916,0.09622458873875406,0.015059415604643966,0.41358623411079876,0.6817354581178003,0.13171369825389878,0.229267439338258,0,0,0,0,0,0,0,0,0,0
0.5625009679910032,0.41988085359822735,0.7701300124931805,0.6085696709177447,0.7164963272530778,52,M,0.8281352825222141,0.4213144004228411,0.16349994106289767,0.2924246895137661,0.8764036576557233,0.6661060413125092,0.4304665202400725,0.4100513617070306,0.7036566518174499,0.1615108712534109,0,0,0,0,0,0,0,0,0,1
0.598356644331267,0.8824256215453257,0.10873986123708146,0.7393902367599128,0.8165801198259237,52,F,0.7514094645888659,0.3625486682781748,0.5318384713657704,0.6658631567005202,0.6395035287600386,0.5407391103133155,0.5956075829171731,0.336168444688166,0.24979096927647837,0.1453120997460372,0,0,0,1,0,0,0,0,0,0
0.4598083433557174,0.13305255888647483,0.7191918527873008,0.752073023710004,0.9625057876764216,52,M,0.4419973742417439,0.03337076334274125,0.3407179081590558,0.5638815969854974,0.9183964589234559,0.2625719044737621,0.8945597547715829,0.18731573342071928,0.5293196964596439,0.8034280898760348,0,0,0,0,0,1,0,1,1,0
0.7220126041834743,0.8995167104198152,0.7757024580128897,0.8029846854325121,0.6558361007488588,37,F,0.8994574617486218,0.5287131267640547,0.007069995788299477,0.7943153706909851,0.9468378968158754,0.08187919741069183,0.3540418276305226,0.2535705558728,0.5775000349816001,0.8333767644881799,0,0,0,0,0,0,0,0,0,0
0.03758802624032653,0.15218404845271072,0.9350071569743891,0.4142983433684655,0.6779776151523611,47,M,0.7323522357750104,0.5280062921426437,0.3677140346884936,0.5675954704031931,0.29023162999090824,0.35746537895381003,0.5499603594343968,0.030375513626026973,0.6673344611547541,0.8119162556250372,0,0,0,0,0,0,0,0,0,0
0.3482072334718087,0.3940711873663749,0.15695265072672582,0.019046203524660243,0.7785100327633787,31,M,0.46159960638761666,0.525244801458499,0.4160767730725691,0.515249520733031,0.3286924484081035,0.03415391625133113,0.9526938942975708,0.5021985033617841,0.707022978013105,0.09785911354560872,0,0,0,0,0,0,0,0,0,0
0.22584324663308508,0.6899368526038199,0.44471065966102696,0.31272482068177665,0.28837512305503543,32,F,0.8724500428499407,0.1024850113940926,0.27740328702119,0.3220681515181969,0.658262700586894,0.6610657672391688,0.9549082210701936,0.9292155630272181,0.7693951586446989,0.7097463191007966,0,0,0,1,0,0,0,0,0,0
0.9137948339140332,0.37221414122038654,0.9223910542834862,0.7853325570970013,0.7954643113754667,33,F,0.2819688544247775,0.8496372430476136,0.4504890475324127,0.07343485726143828,0.6736950703997913,0.3214178845986295,0.5001804330255939,0.7637597976559275,0.6652776142842693,0.3662575770559132,0,0,0,0,1,0,1,1,0,0
0.5547282287895424,0.19664593586993973,0.9774851755726502,0.6630743817995958,0.4983389358707695,50,M,0.6194022457647336,0.47594739204301983,0.11743399242266428,0.8831605582399226,0.7590267590483635,0.5056187485928326,0.12389291276433168,0.10487461540326481,0.1937472318678699,0.9989562165224972,0,0,0,0,1,0,0,0,0,0
0.5843380244324358,0.7223182175782965,0.9779427362775608,0.3403715409421,0.10759251159626226,43,F,0.23615583753715463,0.2774109018713985,0.22403186675388198,0.7018273140272172,0.9168329227907284,0.22167462280651873,0.18987097310349665,0.4476936405001074,0.48375209203978276,0.6029665425415347,0,0,0,0,1,0,0,1,0,0
0.15034089835333686,0.6116478433986333,0.9067307770168201,0.699737709899622,0.06604637381907386,47,M,0.33762776904531333,0.8927311384334482,0.16191790139017015,0.043877005997659535,0.4486412748385584,0.630686202864494,0.46686599904041737,0.5669665411898007,0.20225214029166272,0.08626395835971501,0,0,0,0,0,0,0,1,0,0
0.3800631392086521,0.2386818076478754,0.7423015412707051,0.23604250181584097,0.28727901694601243,42,F,0.642163036908538,0.2180585137940021,0.29609784841344444,0.0797677888033731,0.9937725702479894,0.9610307940695941,0.2866609983552104,0.5992574226447,0.5889913898330841,0.6799850623667474,0,0,0,0,1,0,0,0,0,0
0.03576533168264506,0.16828429461407624,0.6253194608613022,0.7735388795972031,0.8846344303173729,58,M,0.26950443510310995,0.9528070448841259,0.25270524302425024,0.6569470374166524,0.6357642622523927,0.14366200582512567,0.8590927018552738,0.8603541183327638,0.32195494236618305,0.3825894705994941,0,0,0,0,0,0,1,0,0,0
0.33244523369335544,0.0852962128335607,0.14437029899430798,0.9153566671938453,0.4210540034089155,47,F,0.8750484895041204,0.6348659021610672,0.4380739608337537,0.6432740771119657,0.40440882478624773,0.0494110134758442,0.5979270951731537,0.7816511969634485,0.3869420000275705,0.5764708457802648,0,0,0,0,1,0,0,0,0,0
0.37918255622087915,0.21671255742745255,0.01097789635121138,0.09766753822065077,0.8026415053894772,20,M,0.00590352407824335,0.9998845180885328,0.007983915082185877,0.10985218815177478,0.8234260184116158,0.040183484237335976,0.8893010559396941,0.15626010062531903,0.008186750172456847,0.7833248482963209,0,0,0,0,0,0,0,0,0,0
0.779067106811167,0.40203832446611043,0.2512992014914184,0.5010880310841979,0.9479375005094791,39,F,0.22207960164924267,0.475318955254038,0.8897771684806571,0.06735353906084907,0.8698761377273726,0.13049250318958105,0.19946531742930285,0.7814738531016955,0.8097468470139674,0.9702613810430606,0,0,0,0,0,0,0,0,0,0
0.5317539190398557,0.8392324834435022,0.04920276005153856,0.8344032672972297,0.27426664693412595,31,F,0.3431208703936415,0.17944107696031764,0.04734390360507412,0.02535091499103015,0.573822332411648,0.8559481399934579,0.34659178463069507,0.9134045644229934,0.5885047947774639,0.10719721509713276,0,1,0,0,0,0,0,1,0,0
0.33701324201174954,0.34498437791899983,0.9101351776944747,0.6314458791011978,0.60769592068606,58,M,0.31773698175634923,0.3314204737841241,0.5740894618007016,0.4582506907099705,0.6707535693905211,0.5913234650872665,0.19268301400756838,0.7632023815582772,0.8950561649360099,0.171940526740201,0,0,0,0,1,0,0,0,0,0
0.09885745971541549,0.619866313116405,0.5706430772033152,0.714239176100536,0.6233304527949779,42,M,0.9277982253987107,0.9462434378377104,0.5067168598333897,0.36986333297284835,0.8595784545127354,0.5544833158084725,0.07035187887105343,0.5888114791376812,0.8408291794230982,0.9134557725005931,0,0,0,1,0,0,0,1,0,0
0.4500756302528658,0.11132942846958682,0.9499191585365196,0.5667017178483665,0.31510944620947534,34,F,0.8898767083343604,0.18017836458523895,0.5484616012539374,0.03669305144914459,0.8528348590344697,0.732463643800513,0.5787928744531405,0.047671380272278574,0.488510883915488,0.7357198457199049,0,0,0,0,0,0,0,0,0,0
0.29174795960051814,0.8861735186021259,0.794564512016886,0.10877251697516621,0.9194382004589942,58,M,0.6724514472495587,0.3304592298099738,0.7916000386420478,0.8284207733484746,0.5022070397102235,0.29313162920471914,0.25123848582146424,0.7371527651881181,0.7789007931044664,0.13730993642090994,0,0,0,0,1,0,0,1,0,0
0.2324539863575329,0.5766798038310214,0.9342256543625481,0.5887769329480501,0.607207883977507,38,F,0.08514840330260076,0.31613671401296517,0.31230423551150077,0.987150175321979,0.8490893284830965,0.693353993412001,0.1841175450422019,0.9220621777594696,0.4545423754834569,0.32125728124960373,1,0,0,0,1,0,0,0,0,0
0.10195206784144428,0.5465006090125172,0.1975984241647074,0.1591407033064789,0.07491036406411733,40,M,0.18157051317621442,0.513147901900706,0.2443638258051053,0.8800596706794417,0.023463280126724717,0.4473260292137975,0.22193690771122776,0.6786310657528427,0.21863853101594377,0.7128347728611226,0,0,1,0,1,0,0,0,0,0
0.612042646962371,0.8065582901341259,0.4734188817790087,0.9302099090945694,0.040950730254037726,36,F,0.9193617501543966,0.6552078959352147,0.3791697838900294,0.29759638711681224,0.6967749749992596,0.338728058404116,0.0784508551814378,0.17696895634241094,0.19603509326965118,0.5715414830357767,0,1,1,0,0,0,0,0,0,0
0.019887503520253258,0.09582923397991061,0.770100795738455,0.5303183200480606,0.24305722511948313,27,F,0.3017401724479374,0.8511938004613092,0.9832121065011764,0.7282325836194047,0.7947015959425826,0.07926147395849059,0.7375433779119832,0.40588100191690457,0.3114446371236673,0.3460972018785229,1,0,0,0,0,0,0,0,0,0
0.9404900519751201,0.4279952308710022,0.21604841575100164,0.8977252099299796,0.8901786253473379,18,M,0.29881091837113183,0.14560421179249938,0.06617379490174491,0.8651917437366933,0.23175423309021148,0.053081074696957886,0.5322076325583933,0.02536522680186959,0.2990494238318434,0.9062393921986676,0,0,1,0,0,0,0,1,0,0
0.09039846720322198,0.8172434399367907,0.5517988910474048,0.10218538440552039,0.051191716558298794,20,F,0.37826566616904533,0.5798743716898004,0.19707696027972954,0.18341059262933512,0.8665508624236672,0.5132776397098524,0.2997890849884628,0.7346386710096717,0.9122734908211071,0.8156701800222306,0,0,0,0,0,0,0,0,0,0
0.08662960921045759,0.48919011681456603,0.5149799583430665,0.47093202916850385,0.30316308579301865,41,M,0.27986056949487514,0.5229652218850726,0.8374561233587838,0.4870230639143357,0.5749797055631757,0.4261120702262158,0.7458117074946476,0.33498026551810756,0.7105421022295558,0.3465953301605421,0,1,0,0,0,0,0,0,0,0
0.4161165416869468,0.9210709330259671,0.7353593709956731,0.9291284685036924,0.30356786738156827,51,F,0.4595909888507457,0.07553055748259885,0.9722868400232291,0.6205785111696505,0.49590806198066295,0.0850993938706297,0.8366580426377785,0.8175293329076259,0.5245083226518091,0.3023330900166973,1,0,0,0,0,0,0,0,0,0
0.7055514408666087,0.41966939206130827,0.5857115421520069,0.4276077119827293,0.18760268115165402,40,M,0.23220292479857696,0.25383482389909673,0.2493744541184425,0.42281828260378684,0.47967782105826884,0.33064769832397134,0.08012505510500734,0.37163381855227196,0.8732877164650028,0.5794420512722332,0,0,1,0,0,0,0,0,0,0
0.6783932214386617,0.08812311700512954,0.6279227905289421,0.6223051202773365,0.9827857456196337,33,F,0.23582692013629292,0.9949110118278065,0.3929637329001475,0.37228241871957723,0.4901616021094549,0.05527974776601563,0.862634885892306,0.3255965958717657,0.03909527527699419,0.8535080809757941,0,0,0,0,1,0,0,0,0,0
0.7168660276881211,0.9210350200605022,0.9239058006353971,0.16832456120965467,0.032997448207489066,24,F,0.8336960580941407,0.7302466528585783,0.2998143025728932,0.8933247582650522,0.9090485862844792,0.47269518797567356,0.7015291721665464,0.12994935162762422,0.7894273302355355,0.3522740278873122,0,0,0,0,1,0,0,0,0,0
0.20261128249382254,0.5182594326693925,0.4953593717471121,0.6562553947878486,0.10628776533774453,27,F,0.21999925015729627,0.3655770771205452,0.2932712680992948,0.3739347217873752,0.8945376393160644,0.0676589284586977,0.43437874343883087,0.8086222719655733,0.28884130572118527,0.6612044474239196,0,0,0,0,0,0,0,0,1,0
0.4249410015598869,0.27229546032277363,0.9269010992741525,0.668116815752934,0.23668897101158115,33,F,0.427816209072887,0.8922986359008506,0.7436625817425311,0.6707119333637898,0.7326852528088569,0.15822838724397925,0.4797979515053753,0.569224251265469,0.9760832695135765,0.22000053119893037,0,0,0,1,0,0,0,0,0,0
0.07917233916199662,0.8213566831083016,0.5473166467048983,0.5149517382410276,0.914081025767641,44,M,0.623288863218351,0.6242791340872991,0.31669402798618707,0.8860744444994241,0.6150688845986567,0.9205389223243159,0.43359161414183334,0.9993104110306111,0.5596454402875362,0.19653728770154355,0,0,0,0,1,0,0,0,0,0
0.6379905926888979,0.64698545043363,0.8049174718354829,0.2407340701348062,0.10122034383860912,39,F,0.8459446131019026,0.15223467362722454,0.33313665142541626,0.5718292253012055,0.3357952244583329,0.22542639048941204,0.017450112094395953,0.5289376494149195,0.7674912893225694,0.22621252176141904,0,1,0,0,1,0,0,0,0,0
0.27413189531952986,0.5533019334257198,0.34873752011019954,0.036199615019923415,0.15564870029968192,50,M,0.6265930953459704,0.8362145913788674,0.24290520688522543,0.25438773310208573,0.5163023775951613,0.953329182648853,0.1637826785826848,0.45220120314336776,0.8242363773225015,0.8450419051985619,0,0,0,0,0,0,0,0,0,0
0.59983774995748,0.9652729928685791,0.991523893928232,0.8003362551631954,0.6705708820170316,19,F,0.10672302362176767,0.41554032645259653,0.008734531536766066,0.7874097228017958,0.4187799401191665,0.6852606833545138,0.08605081887908395,0.48340236672855275,0.34881525099935395,0.016777675838525963,0,0,0,0,0,0,0,0,0,0
0.1951549826890463,0.817586652627183,0.049443972026599003,0.7180367339390263,0.2972497331925624,23,F,0.5252023175266072,0.591507401470994,0.3411722977130598,0.8864777899797679,0.9290457742993435,0.6203294405030486,0.1956465234518493,0.6771571296203922,0.873867166564563,0.4322233635105741,0,0,0,0,0,0,0,0,0,0
0.42003589003292086,0.32545129696206665,0.43170877038757305,0.07728560274942664,0.7021352224521936,34,M,0.46458211019984885,0.8530074682862814,0.7366353289325647,0.17307037366210842,0.7523898186200166,0.0483988815454256,0.6116273131930308,0.33192406898522275,0.5705081346121036,0.25348831161648366,0,0,0,0,0,0,0,1,0,0
0.19133211400709604,0.8122783316783583,0.36222184843457583,0.9663674817991982,0.013538700365580136,20,F,0.14859477537070587,0.24586662304846185,0.7533292684810231,0.3870628555341581,0.748763137341491,0.12106928362999958,0.19086396215496493,0.44649855448510867,0.49252484106345074,0.7288795972369555,0,1,0,0,1,0,0,0,0,0
0.6597653747483402,0.8623222939122247,0.4046320139639188,0.9219144060975148,0.31199801426666907,43,M,0.23861968588834326,0.31238349161012824,0.5532615805862726,0.3415812745252991,0.34757212840253837,0.3496618933408183,0.55264092607675,0.06754316538861371,0.10131955929087288,0.33540974853105,0,0,0,0,0,0,0,0,0,0
0.088191024426448,0.3140296063164819,0.7198887489011586,0.1452868771520489,0.39501389503391304,59,F,0.07633416964118422,0.16408003080137556,0.8536161871492732,0.21796505736925786,0.2080483370129267,0.1534493874178603,0.5946813264845235,0.16797243416354612,0.1781951198734465,0.3478549391190525,0,0,0,0,0,0,1,0,0,0
0.02672050471546905,0.4864583404840098,0.617601255810759,0.8330486909097942,0.9781643664531616,44,M,0.18486689419874347,0.8565680863441041,0.006810239683721631,0.43642640490161366,0.29214298153002694,0.5936505047870615,0.020685173051097072,0.3493696904963952,0.9804513255764226,0.4881499296452376,0,0,0,0,0,0,0,0,0,0
0.881708522064753,0.1026198142262379,0.06445068208579419,0.44081267848420846,0.2179059645107263,47,F,0.5880107283629393,0.6138098261745074,0.7429295436182767,0.025848995718180556,0.5220540230605174,0.7360617935412979,0.4183837034986516,0.7822987428927162,0.8281573184322539,0.35514533386992664,0,0,0,0,0,0,0,0,0,0
0.7721461042664886,0.23635937909377247,0.613086953805811,0.7025799267460403,0.7367560852616707,19,F,0.4957651771429993,0.5771366936745655,0.5065050510643945,0.19991553017734487,0.25863013334771645,0.2472627383852939,0.3256679764519125,0.7073546278386151,0.5469243946793771,0.10464442038499766,0,0,0,0,0,0,0,1,0,0
0.8603273665397294,0.14769753614317083,0.1027861766273791,0.6861424267642015,0.9146500332359222,51,M,0.25387062836637,0.5414153441578972,0.8518929044616727,0.5608105344699132,0.6647653581249172,0.9539033718641139,0.7270725192734527,0.5317111223257037,0.6481011615653335,0.7178677229582783,0,1,0,0,1,0,0,0,0,0
0.8821610815172445,0.01946481859057647,0.22949927243378188,0.9643873872824558,0.04565889930209244,49,F,0.11849995348599807,0.16242244130085692,0.19843022302926783,0.9951643936863807,0.8660492705729961,0.8293462871855136,0.12770082613385747,0.22430283760807135,0.4330958873030534,0.6769663491142853,0,0,0,0,0,0,0,0,0,0
0.02444244973460241,0.34679731225578836,0.6649712362065281,0.4503791370696696,0.4956484529697839,53,M,0.11090591180223341,0.9214354013710042,0.0954490358749216,0.31558721345492025,0.4657677852390393,0.06696265789270339,0.2986395663884872,0.9935940078152274,0.4822941897727805,0.7537187018824534,0,0,0,0,0,0,0,1,0,0
0.9862951727862852,0.07702216370156001,0.8995713667967392,0.7199051599482863,0.46734549699086114,42,F,0.21039058409523803,0.10751469323613816,0.9416892048758296,0.26869887076251897,0.40645431708441815,0.0626194390209106,0.9892575397790269,0.700292616026932,0.6644296882803034,0.8311324370168024,0,0,0,0,0,0,1,1,0,0
0.029047878295408336,0.0445433626531655,0.06764515108017033,0.8199494739940602,0.651147765572161,42,M,0.33903640402548896,0.5148141719162318,0.07132147571510272,0.08995894111304092,0.9395991363956313,0.8504348746412596,0.8490074577837204,0.8866501035431281,0.5787433235598267,0.6783905634723166,0,0,0,1,0,0,0,0,0,0
0.7568748968883802,0.05174373378194086,0.2884591790534403,0.2102174137177698,0.2902405693450243,56,F,0.2470592606026214,0.608594494680827,0.8988610630816402,0.9127692889911428,0.6137905163031087,0.326074786668639,0.8630340565333529,0.32670893376875876,0.9145468644971276,0.07111951948670237,0,1,1,0,0,0,0,0,0,0
0.6397458395215301,0.5688206978666318,0.09645994815631664,0.37090410753995096,0.5525342140393953,43,F,0.9457987231899313,0.6671825794308042,0.6135208483181339,0.5548173168115764,0.9077544474118237,0.22281809183847212,0.9211040391543642,0.12416794791037455,0.12087433304330353,0.7388520962281957,0,0,0,1,0,0,0,0,0,0
